"","Predicted Salary","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"124",5649,994,40,"No","Travel_Frequently",1184,"Sales",2,4,"Medical",1,1212,2,"Male",62,3,2,"Sales Executive",2,"Married",25440,5,"Y","No",12,3,4,80,3,5,2,3,0,0,0,0
"125",5686,995,38,"No","Non-Travel",152,"Sales",10,3,"Technical Degree",1,983,3,"Female",85,3,2,"Sales Executive",4,"Single",19899,1,"Y","Yes",13,3,2,80,0,6,1,3,5,3,1,3
"126",6105,996,34,"No","Travel_Rarely",665,"Research & Development",6,4,"Other",1,138,1,"Female",41,3,2,"Research Scientist",3,"Single",12482,1,"Y","No",14,3,3,80,0,16,3,3,16,13,2,10
"127",2481,997,38,"No","Travel_Frequently",1391,"Research & Development",10,1,"Medical",1,1006,3,"Male",66,3,1,"Research Scientist",3,"Married",12127,0,"Y","No",17,3,2,80,1,3,0,2,2,1,0,2
"128",14651,998,54,"No","Travel_Rarely",971,"Research & Development",1,3,"Medical",1,1422,4,"Female",54,3,4,"Research Director",4,"Single",5652,6,"Y","No",19,3,4,80,0,29,3,2,20,7,12,7
"129",9517,999,35,"No","Travel_Rarely",882,"Sales",3,4,"Life Sciences",1,984,4,"Male",92,3,3,"Sales Executive",4,"Divorced",6812,6,"Y","No",13,3,2,80,1,12,2,3,10,9,0,8
"130",2377,1000,32,"Yes","Travel_Rarely",374,"Research & Development",25,4,"Life Sciences",1,911,1,"Male",87,3,1,"Laboratory Technician",4,"Single",18016,1,"Y","Yes",24,4,3,80,0,1,2,1,1,0,0,1
"131",6142,1001,46,"No","Travel_Rarely",945,"Human Resources",5,2,"Medical",1,103,2,"Male",80,3,2,"Human Resources",2,"Divorced",10425,8,"Y","Yes",22,4,4,80,1,16,2,3,4,2,0,2
"132",5671,1002,47,"No","Travel_Frequently",1309,"Sales",4,1,"Medical",1,467,2,"Male",99,3,2,"Sales Representative",3,"Single",25751,3,"Y","No",19,3,1,80,0,5,3,3,0,0,0,0
"133",5840,1003,32,"No","Travel_Rarely",977,"Research & Development",2,3,"Medical",1,1671,4,"Male",45,3,2,"Research Scientist",2,"Divorced",25518,0,"Y","No",13,3,3,80,2,10,4,2,9,5,1,6
"134",6318,1004,47,"No","Travel_Rarely",983,"Research & Development",2,2,"Medical",1,574,1,"Female",65,3,2,"Manufacturing Director",4,"Divorced",7389,5,"Y","No",13,3,3,80,3,20,2,3,5,0,0,4
"135",2814,1005,48,"No","Travel_Rarely",1108,"Research & Development",15,4,"Other",1,1576,3,"Female",65,3,1,"Research Scientist",1,"Married",16530,8,"Y","No",12,3,4,80,1,10,3,2,8,2,7,6
"136",5803,1006,34,"No","Travel_Rarely",735,"Sales",3,1,"Medical",1,1915,4,"Female",75,2,2,"Sales Executive",4,"Married",16495,3,"Y","Yes",12,3,3,80,0,9,3,2,4,2,0,1
"137",2383,1007,20,"No","Travel_Rarely",1141,"Sales",2,3,"Medical",1,1657,3,"Female",31,3,1,"Sales Representative",3,"Single",13251,1,"Y","No",19,3,1,80,0,2,3,3,2,2,2,2
"138",5858,1008,38,"No","Travel_Rarely",688,"Research & Development",23,4,"Life Sciences",1,393,4,"Male",82,3,2,"Healthcare Representative",4,"Divorced",18899,9,"Y","No",14,3,2,80,1,10,2,3,2,2,1,2
"139",19874,1009,53,"No","Travel_Rarely",1223,"Research & Development",7,2,"Medical",1,1201,4,"Female",50,3,5,"Manager",3,"Divorced",18640,3,"Y","No",18,3,2,80,1,26,6,3,7,7,4,7
"140",6034,1010,53,"No","Travel_Rarely",1436,"Sales",6,2,"Marketing",1,205,2,"Male",34,3,2,"Sales Representative",3,"Married",16047,2,"Y","Yes",20,4,4,80,1,13,3,1,7,7,4,5
"141",9739,1011,37,"Yes","Travel_Frequently",504,"Research & Development",10,3,"Medical",1,342,1,"Male",61,3,3,"Manufacturing Director",3,"Divorced",22573,6,"Y","No",11,3,2,80,2,17,5,3,1,0,0,0
"142",5932,1012,34,"No","Travel_Rarely",1031,"Research & Development",6,4,"Life Sciences",1,151,3,"Female",45,2,2,"Research Scientist",2,"Divorced",15000,6,"Y","No",15,3,3,80,1,12,3,3,1,0,0,0
"143",5969,1013,32,"No","Travel_Rarely",588,"Sales",8,2,"Technical Degree",1,436,3,"Female",65,2,2,"Sales Executive",2,"Married",24624,1,"Y","Yes",11,3,4,80,0,13,2,3,13,12,11,9
"144",5889,1014,34,"Yes","Travel_Frequently",234,"Research & Development",9,4,"Life Sciences",1,1807,4,"Male",93,3,2,"Laboratory Technician",1,"Married",6208,4,"Y","No",17,3,3,80,1,11,3,2,7,1,0,7
"145",5790,1015,30,"Yes","Travel_Frequently",334,"Sales",26,4,"Marketing",1,299,3,"Female",52,2,2,"Sales Executive",1,"Single",22967,5,"Y","No",15,3,3,80,0,9,5,2,6,3,0,1
"146",2713,1016,43,"No","Travel_Rarely",990,"Research & Development",27,3,"Technical Degree",1,1599,4,"Male",87,4,1,"Laboratory Technician",2,"Divorced",5855,5,"Y","No",12,3,3,80,1,8,0,3,6,4,0,2
"147",2796,1017,42,"No","Travel_Rarely",269,"Research & Development",2,3,"Medical",1,351,4,"Female",56,2,1,"Laboratory Technician",1,"Divorced",8007,0,"Y","Yes",11,3,3,80,1,10,4,3,9,6,7,8
"148",9431,1018,35,"No","Travel_Rarely",662,"Sales",1,5,"Marketing",1,204,3,"Male",94,3,3,"Sales Executive",2,"Married",11439,1,"Y","No",13,3,1,80,2,10,3,3,10,8,0,6
"149",9502,1019,30,"No","Travel_Rarely",1339,"Sales",5,3,"Life Sciences",1,228,2,"Female",41,3,3,"Sales Executive",4,"Married",8053,2,"Y","No",12,3,3,80,1,12,2,3,10,9,7,4
"150",2290,1020,18,"No","Non-Travel",287,"Research & Development",5,2,"Life Sciences",1,1012,2,"Male",73,3,1,"Research Scientist",4,"Single",13493,1,"Y","No",15,3,4,80,0,0,2,3,0,0,0,0
"151",5837,1021,45,"No","Travel_Rarely",561,"Sales",2,3,"Other",1,606,4,"Male",61,3,2,"Sales Executive",2,"Married",16177,0,"Y","No",19,3,2,80,1,9,3,4,8,7,3,7
"152",5723,1022,36,"No","Non-Travel",845,"Sales",1,5,"Medical",1,479,4,"Female",45,3,2,"Sales Executive",4,"Single",15276,4,"Y","No",15,3,2,80,0,7,6,3,1,0,0,0
"153",5732,1023,39,"No","Travel_Rarely",835,"Research & Development",19,4,"Other",1,1871,4,"Male",41,3,2,"Research Scientist",4,"Divorced",5141,8,"Y","No",14,3,2,80,3,7,2,3,2,2,2,2
"154",10109,1024,45,"No","Non-Travel",1238,"Research & Development",1,1,"Life Sciences",1,1712,3,"Male",74,2,3,"Healthcare Representative",3,"Married",3395,3,"Y","No",23,4,4,80,1,25,3,2,23,15,14,4
"155",14266,1025,41,"No","Travel_Frequently",857,"Research & Development",10,3,"Life Sciences",1,199,4,"Male",91,2,4,"Manager",1,"Divorced",12888,4,"Y","No",13,3,2,80,1,21,2,2,7,6,7,7
"156",19615,1026,39,"No","Non-Travel",105,"Research & Development",9,3,"Life Sciences",1,2022,4,"Male",87,3,5,"Manager",4,"Single",15302,2,"Y","No",13,3,3,80,0,21,3,2,6,0,1,3
"157",5794,1027,31,"No","Travel_Rarely",106,"Human Resources",2,3,"Human Resources",1,424,1,"Male",62,2,2,"Human Resources",1,"Married",17822,3,"Y","No",12,3,4,80,0,9,1,3,2,2,1,0
"158",5602,1028,25,"No","Travel_Rarely",891,"Sales",4,2,"Life Sciences",1,527,2,"Female",99,2,2,"Sales Executive",4,"Single",12090,1,"Y","Yes",11,3,2,80,0,5,3,3,5,4,1,3
"159",5556,1029,24,"Yes","Travel_Rarely",693,"Sales",3,2,"Life Sciences",1,720,1,"Female",65,3,2,"Sales Executive",3,"Single",24785,9,"Y","No",14,3,1,80,0,4,3,3,2,2,2,0
"160",10062,1030,44,"Yes","Travel_Rarely",1376,"Human Resources",1,2,"Medical",1,1098,2,"Male",91,2,3,"Human Resources",1,"Married",2326,9,"Y","No",14,3,4,80,1,24,1,3,20,6,3,6
"161",5581,1031,32,"No","Travel_Rarely",499,"Sales",2,1,"Marketing",1,1396,3,"Male",36,3,2,"Sales Executive",2,"Married",20497,0,"Y","Yes",13,3,1,80,3,4,3,2,3,2,1,2
"162",2799,1032,43,"No","Travel_Rarely",244,"Human Resources",2,3,"Life Sciences",1,1778,2,"Male",97,3,1,"Human Resources",4,"Single",5033,0,"Y","No",13,3,2,80,0,10,5,3,9,7,1,8
"163",9363,1033,27,"No","Travel_Rarely",269,"Research & Development",5,1,"Technical Degree",1,844,3,"Male",42,2,3,"Research Director",4,"Divorced",8842,1,"Y","Yes",16,3,2,80,1,9,3,3,9,8,0,8
"164",2358,1034,26,"No","Travel_Rarely",482,"Research & Development",1,2,"Life Sciences",1,1893,2,"Female",90,2,1,"Research Scientist",3,"Married",14908,1,"Y","Yes",13,3,3,80,1,1,3,2,1,0,1,0
"165",5908,1035,40,"No","Non-Travel",663,"Research & Development",9,4,"Other",1,1449,3,"Male",81,3,2,"Laboratory Technician",3,"Divorced",23099,3,"Y","No",11,3,3,80,2,11,2,4,8,7,0,7
"166",2339,1036,20,"Yes","Travel_Rarely",1362,"Research & Development",10,1,"Medical",1,701,4,"Male",32,3,1,"Research Scientist",3,"Single",26999,1,"Y","Yes",11,3,4,80,0,1,5,3,1,0,1,1
"167",5646,1037,25,"No","Travel_Rarely",883,"Sales",26,1,"Medical",1,781,3,"Female",32,3,2,"Sales Executive",4,"Single",22807,1,"Y","No",23,4,2,80,0,6,5,2,6,5,1,4
"168",9748,1038,54,"No","Travel_Rarely",397,"Human Resources",19,4,"Medical",1,698,3,"Male",88,3,3,"Human Resources",2,"Married",6729,2,"Y","No",15,3,3,80,1,16,1,4,9,7,7,1
"169",9400,1039,39,"No","Travel_Rarely",1253,"Research & Development",10,1,"Medical",1,1800,3,"Male",65,3,3,"Research Director",3,"Single",7914,7,"Y","No",21,4,3,80,0,9,3,3,4,3,2,2
"170",5874,1040,29,"No","Travel_Rarely",657,"Research & Development",27,3,"Medical",1,793,2,"Female",66,3,2,"Healthcare Representative",3,"Married",25549,4,"Y","No",12,3,1,80,1,11,3,2,8,7,1,1
"171",2589,1041,31,"Yes","Travel_Frequently",307,"Research & Development",29,2,"Medical",1,355,3,"Male",71,2,1,"Laboratory Technician",2,"Single",11652,0,"Y","No",11,3,2,80,0,6,2,4,5,4,1,4
"172",2595,1042,33,"No","Travel_Rarely",1198,"Research & Development",1,4,"Other",1,939,3,"Male",100,2,1,"Research Scientist",1,"Single",3339,3,"Y","Yes",11,3,2,80,0,6,1,3,3,2,0,2
"173",9434,1043,36,"No","Travel_Rarely",557,"Sales",3,3,"Medical",1,2024,1,"Female",94,2,3,"Sales Executive",4,"Married",12695,0,"Y","No",19,3,3,80,2,10,2,3,9,7,3,4
"174",6197,1044,36,"No","Travel_Rarely",928,"Sales",1,2,"Life Sciences",1,857,2,"Male",56,3,2,"Sales Executive",4,"Married",2823,1,"Y","Yes",14,3,4,80,1,18,1,2,18,14,4,11
"175",2537,1045,28,"No","Non-Travel",1103,"Research & Development",16,3,"Medical",1,1947,3,"Male",49,3,1,"Research Scientist",3,"Single",2122,1,"Y","No",14,3,3,80,0,5,3,2,5,3,1,4
"176",2364,1046,28,"Yes","Travel_Frequently",1009,"Research & Development",1,3,"Medical",1,1111,1,"Male",45,2,1,"Laboratory Technician",2,"Divorced",7160,1,"Y","No",15,3,1,80,2,1,2,3,1,0,0,0
"177",5729,1047,38,"Yes","Travel_Rarely",903,"Research & Development",2,3,"Medical",1,1573,3,"Male",81,3,2,"Manufacturing Director",2,"Married",7653,4,"Y","No",11,3,1,80,2,7,2,3,5,2,1,4
"178",9511,1048,33,"No","Travel_Frequently",553,"Research & Development",5,4,"Life Sciences",1,428,4,"Female",74,3,3,"Manager",2,"Married",23364,6,"Y","No",11,3,2,80,2,12,2,3,10,6,8,8
"179",2663,1049,27,"Yes","Travel_Rarely",135,"Research & Development",17,4,"Life Sciences",1,1405,4,"Female",51,3,1,"Research Scientist",3,"Single",25681,1,"Y","Yes",13,3,4,80,0,8,2,3,8,2,7,7
"180",5720,1050,35,"Yes","Travel_Rarely",763,"Sales",15,2,"Medical",1,1645,1,"Male",59,1,2,"Sales Executive",4,"Divorced",22098,6,"Y","Yes",14,3,4,80,2,7,2,2,2,2,2,2
"181",10522,1051,53,"Yes","Travel_Rarely",607,"Research & Development",2,5,"Technical Degree",1,1572,3,"Female",78,2,3,"Manufacturing Director",4,"Married",14618,0,"Y","No",16,3,2,80,1,34,4,3,33,7,1,9
"182",2691,1052,36,"No","Travel_Frequently",635,"Research & Development",18,1,"Medical",1,286,2,"Female",73,3,1,"Laboratory Technician",4,"Single",7703,1,"Y","No",13,3,1,80,0,8,2,3,8,1,1,7
"183",5788,1053,43,"No","Travel_Rarely",1473,"Research & Development",8,4,"Other",1,526,3,"Female",74,3,2,"Healthcare Representative",3,"Divorced",2227,4,"Y","Yes",14,3,4,80,0,8,3,3,5,2,0,2
"184",2580,1054,28,"No","Travel_Rarely",995,"Research & Development",9,3,"Medical",1,930,3,"Female",77,3,1,"Research Scientist",3,"Divorced",9834,5,"Y","No",18,3,2,80,1,6,2,3,2,2,2,2
"185",2577,1055,27,"No","Travel_Frequently",591,"Research & Development",2,3,"Medical",1,1648,4,"Male",87,3,1,"Research Scientist",4,"Single",6297,2,"Y","No",13,3,3,80,0,6,0,2,4,2,1,2
"186",2571,1056,25,"Yes","Travel_Rarely",688,"Research & Development",3,3,"Medical",1,538,1,"Male",91,3,1,"Laboratory Technician",1,"Married",9396,5,"Y","No",13,3,3,80,1,6,5,3,2,2,0,2
"187",5652,1057,27,"No","Travel_Frequently",472,"Research & Development",1,1,"Technical Degree",1,274,3,"Male",60,2,2,"Manufacturing Director",1,"Married",9679,5,"Y","No",19,3,3,80,1,6,1,3,2,2,2,0
"188",14315,1058,43,"No","Travel_Rarely",1034,"Sales",16,3,"Marketing",1,327,4,"Female",80,3,4,"Manager",4,"Married",7744,5,"Y","Yes",22,4,3,80,1,22,3,3,17,13,1,9
"189",6243,1059,37,"No","Travel_Rarely",1239,"Human Resources",8,2,"Other",1,1794,3,"Male",89,3,2,"Human Resources",2,"Divorced",12832,2,"Y","No",13,3,3,80,0,19,4,2,10,0,4,7
"190",2580,1060,28,"No","Travel_Rarely",1451,"Research & Development",2,1,"Life Sciences",1,1136,1,"Male",67,2,1,"Research Scientist",2,"Married",19911,0,"Y","No",17,3,1,80,0,6,2,1,5,3,0,4
"191",6047,1061,57,"No","Travel_Rarely",405,"Research & Development",1,2,"Life Sciences",1,1483,2,"Male",93,4,2,"Research Scientist",3,"Married",2721,0,"Y","No",24,4,1,80,1,13,2,2,12,9,2,8
"192",5803,1062,34,"No","Travel_Frequently",426,"Research & Development",10,4,"Life Sciences",1,1615,3,"Male",42,4,2,"Manufacturing Director",4,"Divorced",17000,1,"Y","No",13,3,1,80,1,9,3,3,9,7,7,2
"193",6058,1063,33,"No","Travel_Frequently",1296,"Research & Development",6,3,"Life Sciences",1,692,3,"Male",30,3,2,"Healthcare Representative",4,"Divorced",5335,3,"Y","No",23,4,3,80,1,15,2,1,13,11,4,7
"194",2435,1064,23,"Yes","Travel_Rarely",427,"Sales",7,3,"Life Sciences",1,1702,3,"Male",99,3,1,"Sales Representative",4,"Divorced",25103,1,"Y","Yes",21,4,2,80,1,3,2,3,3,2,0,2
"195",6007,1065,58,"No","Non-Travel",390,"Research & Development",1,4,"Life Sciences",1,422,4,"Male",32,1,2,"Healthcare Representative",3,"Divorced",17056,2,"Y","Yes",13,3,4,80,1,12,2,3,5,3,1,2
"196",2521,1066,23,"No","Travel_Rarely",650,"Research & Development",9,1,"Medical",1,758,2,"Male",37,3,1,"Laboratory Technician",1,"Married",4344,1,"Y","No",14,3,4,80,1,5,2,4,4,3,0,2
"197",3221,1067,40,"No","Travel_Rarely",1194,"Research & Development",2,4,"Medical",1,2051,3,"Female",98,3,1,"Research Scientist",3,"Married",12549,2,"Y","No",14,3,2,80,3,20,2,3,5,3,0,2
"198",20197,1068,60,"No","Travel_Rarely",422,"Research & Development",7,3,"Life Sciences",1,549,1,"Female",41,3,5,"Manager",1,"Married",3854,5,"Y","No",11,3,4,80,0,33,5,1,29,8,11,10
"199",5627,1069,33,"No","Travel_Frequently",430,"Sales",7,3,"Medical",1,1477,4,"Male",54,3,2,"Sales Executive",1,"Married",17456,0,"Y","No",14,3,1,80,2,5,2,3,4,3,0,3
"200",2562,1070,50,"No","Travel_Rarely",316,"Sales",8,4,"Marketing",1,738,4,"Male",54,3,1,"Sales Representative",2,"Married",9983,7,"Y","No",15,3,4,80,1,4,2,3,2,2,2,2
"201",2534,1071,27,"No","Travel_Rarely",1291,"Sales",11,3,"Medical",1,1364,3,"Female",98,4,1,"Sales Representative",4,"Married",6527,8,"Y","No",14,3,2,80,1,5,4,3,1,0,0,0
"202",5966,1072,31,"No","Travel_Rarely",480,"Research & Development",7,2,"Medical",1,524,2,"Female",31,3,2,"Manufacturing Director",1,"Married",4156,1,"Y","No",12,3,2,80,1,13,5,1,13,10,3,12
"203",2383,1073,20,"No","Travel_Rarely",654,"Sales",21,3,"Marketing",1,1226,3,"Male",43,4,1,"Sales Representative",4,"Single",5050,1,"Y","No",17,3,4,80,0,2,2,3,2,1,2,2
"204",5834,1074,30,"No","Travel_Rarely",305,"Research & Development",16,3,"Life Sciences",1,1763,3,"Male",58,4,2,"Healthcare Representative",3,"Married",9128,3,"Y","No",16,3,3,80,1,10,3,3,7,0,1,7
"205",5742,1075,56,"No","Travel_Rarely",1443,"Sales",11,5,"Marketing",1,1935,4,"Female",89,2,2,"Sales Executive",1,"Married",20328,4,"Y","No",16,3,3,80,1,6,3,3,0,0,0,0
"206",14583,1076,46,"No","Travel_Rarely",1402,"Sales",2,3,"Marketing",1,1204,3,"Female",69,3,4,"Manager",1,"Married",24097,8,"Y","No",23,4,1,80,0,28,2,3,26,15,15,9
"207",19874,1077,53,"No","Travel_Rarely",1282,"Research & Development",5,3,"Other",1,32,3,"Female",58,3,5,"Manager",3,"Divorced",10735,4,"Y","No",11,3,4,80,1,26,3,2,14,13,4,8
"208",5837,1078,31,"No","Travel_Rarely",311,"Research & Development",20,3,"Life Sciences",1,1881,2,"Male",89,3,2,"Laboratory Technician",3,"Divorced",18624,1,"Y","No",11,3,1,80,1,10,2,3,10,8,0,2
"209",5852,1079,36,"No","Travel_Rarely",506,"Research & Development",3,3,"Technical Degree",1,397,3,"Male",30,3,2,"Research Scientist",2,"Single",26285,4,"Y","No",12,3,4,80,0,10,2,3,8,0,7,7
"210",6259,1080,42,"No","Travel_Frequently",532,"Research & Development",29,2,"Life Sciences",1,547,1,"Female",92,3,2,"Research Scientist",3,"Divorced",12932,2,"Y","No",11,3,2,80,1,19,3,3,5,4,0,2
"211",2703,1081,40,"No","Travel_Rarely",1322,"Research & Development",2,4,"Life Sciences",1,2048,3,"Male",52,2,1,"Research Scientist",3,"Single",2725,2,"Y","No",14,3,4,80,0,8,2,3,2,2,2,2
"212",2515,1082,35,"No","Travel_Rarely",287,"Research & Development",1,4,"Life Sciences",1,2052,3,"Female",62,1,1,"Research Scientist",4,"Married",8952,1,"Y","No",12,3,4,80,1,4,5,3,4,3,1,1
"213",2349,1083,23,"Yes","Travel_Frequently",638,"Sales",9,3,"Marketing",1,2023,4,"Male",33,3,1,"Sales Representative",1,"Married",26956,1,"Y","No",19,3,1,80,1,1,3,2,1,0,1,0
"214",6065,1084,35,"No","Travel_Rarely",619,"Sales",1,3,"Marketing",1,600,2,"Male",85,3,2,"Sales Executive",3,"Married",18659,9,"Y","No",11,3,3,80,0,15,2,3,11,9,6,9
"215",9440,1085,38,"No","Travel_Frequently",216,"Research & Development",23,3,"Life Sciences",1,12,4,"Male",44,2,3,"Manufacturing Director",3,"Single",8787,0,"Y","No",21,4,2,80,0,10,2,3,9,7,1,8
"216",9878,1086,40,"No","Travel_Frequently",580,"Sales",5,4,"Life Sciences",1,729,4,"Male",48,2,3,"Sales Executive",1,"Married",23772,5,"Y","Yes",21,4,3,80,1,20,2,3,18,13,1,12
"217",5664,1087,31,"No","Travel_Rarely",1003,"Sales",5,3,"Technical Degree",1,1749,1,"Male",51,3,2,"Sales Executive",3,"Married",20943,1,"Y","No",19,3,3,80,1,6,3,3,5,2,0,2
"218",2611,1088,38,"No","Travel_Rarely",268,"Research & Development",2,5,"Medical",1,773,4,"Male",92,3,1,"Research Scientist",3,"Married",20471,6,"Y","Yes",13,3,2,80,1,6,0,1,1,0,0,1
"219",2589,1089,31,"No","Travel_Rarely",691,"Research & Development",5,4,"Technical Degree",1,423,3,"Male",86,3,1,"Research Scientist",4,"Married",10077,0,"Y","Yes",12,3,3,80,1,6,4,3,5,2,0,3
"220",5652,1090,27,"No","Travel_Rarely",205,"Sales",10,3,"Marketing",1,1403,4,"Female",98,2,2,"Sales Executive",4,"Married",7100,1,"Y","Yes",11,3,4,80,0,6,3,3,6,2,4,4
"221",5701,1091,29,"No","Travel_Rarely",144,"Sales",10,1,"Marketing",1,463,4,"Female",39,2,2,"Sales Executive",2,"Divorced",11866,1,"Y","Yes",14,3,1,80,2,7,2,3,7,7,1,7
"222",6068,1092,36,"No","Non-Travel",301,"Sales",15,4,"Marketing",1,2036,4,"Male",88,1,2,"Sales Executive",4,"Divorced",10436,1,"Y","No",24,4,1,80,1,15,4,2,15,12,11,11
"223",9437,1093,37,"No","Travel_Frequently",663,"Research & Development",11,3,"Other",1,306,2,"Male",47,3,3,"Research Director",4,"Divorced",10056,1,"Y","Yes",14,3,3,80,3,10,1,3,10,8,0,7
"224",5735,1094,40,"No","Travel_Rarely",107,"Sales",10,3,"Technical Degree",1,1239,2,"Female",84,2,2,"Sales Executive",2,"Divorced",11591,7,"Y","No",12,3,2,80,1,7,2,4,5,1,1,3
"225",5646,1095,25,"No","Non-Travel",675,"Research & Development",5,2,"Life Sciences",1,369,2,"Male",85,4,2,"Healthcare Representative",1,"Divorced",18384,1,"Y","No",12,3,4,80,2,6,2,3,6,3,1,5
"226",5769,1096,37,"No","Travel_Rarely",446,"Research & Development",1,4,"Life Sciences",1,635,2,"Female",65,3,2,"Manufacturing Director",2,"Married",15701,6,"Y","No",12,3,2,80,1,8,2,2,6,5,4,3
"227",3082,1097,37,"No","Travel_Rarely",1017,"Research & Development",1,2,"Medical",1,340,3,"Female",83,2,1,"Research Scientist",1,"Married",18697,2,"Y","No",14,3,1,80,1,17,2,2,3,1,0,2
"228",2586,1098,30,"Yes","Travel_Frequently",600,"Human Resources",8,3,"Human Resources",1,1747,3,"Female",66,2,1,"Human Resources",4,"Divorced",9732,6,"Y","No",11,3,3,80,1,6,0,2,4,2,1,2
"229",2679,1099,32,"No","Travel_Rarely",1062,"Research & Development",2,3,"Medical",1,471,3,"Female",75,3,1,"Laboratory Technician",2,"Married",3956,1,"Y","No",13,3,3,80,1,8,4,3,8,0,0,7
"230",5855,1100,37,"Yes","Travel_Rarely",370,"Research & Development",10,4,"Medical",1,1809,4,"Male",58,3,2,"Manufacturing Director",1,"Single",4992,1,"Y","No",15,3,2,80,0,10,4,1,10,3,0,8
"231",19618,1101,40,"No","Travel_Rarely",989,"Research & Development",4,1,"Medical",1,253,4,"Female",46,3,5,"Manager",3,"Married",6499,1,"Y","No",14,3,2,80,1,21,2,3,20,8,9,9
"232",5778,1102,40,"No","Travel_Rarely",759,"Sales",2,2,"Marketing",1,516,4,"Female",46,3,2,"Sales Executive",2,"Divorced",22553,7,"Y","No",12,3,3,80,2,8,5,3,5,4,1,3
"233",5988,1103,38,"No","Non-Travel",1327,"Sales",2,2,"Life Sciences",1,361,4,"Male",39,2,2,"Sales Executive",4,"Married",19682,3,"Y","No",18,3,4,80,1,13,0,3,8,7,7,5
"234",10565,1104,53,"No","Travel_Rarely",661,"Sales",7,2,"Marketing",1,862,1,"Female",78,2,3,"Sales Executive",4,"Married",20715,7,"Y","Yes",18,3,4,80,1,35,3,3,5,2,0,4
"235",2691,1105,36,"No","Travel_Rarely",188,"Research & Development",7,4,"Other",1,949,2,"Male",65,3,1,"Research Scientist",4,"Single",23293,2,"Y","No",18,3,3,80,0,8,6,3,6,2,0,1
"236",2669,1106,29,"No","Travel_Frequently",490,"Research & Development",10,3,"Life Sciences",1,1143,4,"Female",61,3,1,"Research Scientist",2,"Divorced",17940,0,"Y","No",14,3,4,80,2,8,2,2,7,5,1,1
"237",2706,1107,27,"No","Travel_Rarely",1103,"Research & Development",14,3,"Life Sciences",1,1244,1,"Male",42,3,1,"Research Scientist",1,"Married",14377,1,"Y","Yes",14,3,4,80,2,9,3,2,9,7,6,8
"238",5877,1108,44,"No","Travel_Rarely",1112,"Human Resources",1,4,"Life Sciences",1,665,1,"Female",50,2,2,"Human Resources",3,"Single",26894,4,"Y","No",11,3,2,80,0,10,1,4,2,2,0,2
"239",5695,1109,27,"No","Travel_Frequently",1242,"Sales",20,3,"Life Sciences",1,293,4,"Female",90,3,2,"Sales Executive",3,"Single",12916,1,"Y","No",14,3,4,80,0,7,2,3,7,7,0,7
"240",5677,1110,35,"No","Travel_Rarely",682,"Sales",18,4,"Medical",1,1945,2,"Male",71,3,2,"Sales Executive",1,"Married",15975,0,"Y","No",16,3,4,80,1,6,2,1,5,3,0,4
"241",6065,1111,35,"No","Non-Travel",208,"Research & Development",8,4,"Life Sciences",1,1630,3,"Female",52,3,2,"Healthcare Representative",3,"Married",12250,1,"Y","No",12,3,4,80,1,15,5,3,14,11,2,9
"242",9678,1112,59,"No","Travel_Rarely",1089,"Sales",1,2,"Technical Degree",1,1048,2,"Male",66,3,3,"Manager",4,"Married",11038,3,"Y","Yes",14,3,3,80,1,14,1,1,6,4,0,4
"243",9640,1113,33,"Yes","Travel_Rarely",1277,"Research & Development",15,1,"Medical",1,582,2,"Male",56,3,3,"Manager",3,"Married",24619,7,"Y","Yes",12,3,4,80,0,15,2,4,7,6,7,7
"244",6241,1114,50,"Yes","Travel_Frequently",562,"Sales",8,2,"Technical Degree",1,723,2,"Male",50,3,2,"Sales Executive",3,"Married",23452,3,"Y","Yes",14,3,1,80,1,18,4,3,4,3,1,3
"245",10115,1115,47,"No","Travel_Rarely",1180,"Research & Development",25,3,"Medical",1,1993,1,"Male",84,3,3,"Healthcare Representative",3,"Single",13084,2,"Y","No",23,4,2,80,0,25,3,3,17,14,12,11
"246",2663,1116,27,"No","Travel_Frequently",1131,"Research & Development",15,3,"Life Sciences",1,1870,4,"Female",77,2,1,"Research Scientist",1,"Married",23844,0,"Y","No",19,3,4,80,1,8,2,2,7,6,7,3
"247",6200,1117,37,"No","Travel_Rarely",1305,"Research & Development",10,4,"Life Sciences",1,518,3,"Male",49,3,2,"Manufacturing Director",2,"Single",21123,2,"Y","Yes",12,3,4,80,0,18,2,2,1,0,0,1
"248",5827,1118,28,"No","Non-Travel",1476,"Research & Development",1,3,"Life Sciences",1,1315,3,"Female",55,1,2,"Laboratory Technician",4,"Married",16392,0,"Y","No",11,3,1,80,3,10,6,3,9,8,7,5
"249",10106,1119,58,"No","Travel_Rarely",1272,"Research & Development",5,3,"Technical Degree",1,940,3,"Female",37,2,3,"Healthcare Representative",2,"Divorced",9255,2,"Y","Yes",13,3,4,80,1,24,3,3,6,0,0,4
